id_conductor,nombre,celular,masculino,edad,experiencia,antiguedad,salario_base,distancia_recorrida,num_viajes,bono_mensual,zona_riesgo,tiene_dependientes,viaje_urbano,descanso_suficiente,nivel_estudios,viajes_cancelados,espera_excesiva,problemas_pago,quejas_previas,categoria,queja,probabilidad
20fb3396-55c1-4ff2-bd37-c1b1e90b5acd,Miguel Arellano-Guijarro,+34927 707 538,0,56,1,1,8535,12470,29,7468.9897155448,1,1,1,1,2,0,1,0,0,operaciones,Exceso de tiempo de espera en entregas,3
c7bb2a0d-54b7-4505-a96c-24cc324ee3ba,Lino Benito Castejón,+34844081027,0,47,10,6,8513,5159,7,3238.49537124408,1,1,1,0,1,1,0,0,0,operaciones,viajes cancelados,4
d6a76013-07df-49b5-8341-bdcbd40d823e,Ruben Egea Vazquez,+34 973615668,0,39,17,4,8062,6610,10,3631.53643952001,1,1,1,1,1,0,0,1,0,finanzas,Bajo salario base,4
a215ba41-75f3-4ae7-903d-b2bf029a96a0,Leandro Puerta Salazar,+34887 21 97 03,0,52,19,16,8966,9471,33,9032.1561056226,1,1,1,0,1,0,1,0,0,operaciones,tiempos de espera excesivos,4
07e3c6d9-3e80-4118-ad47-448876f0bf32,Lucho Lucena Roman,+34 871 691 298,0,31,8,4,8693,2472,8,1397.77265635366,1,1,1,1,0,0,0,0,0,finanzas,Exceso de trabajo,5
c23d10c0-b156-49e4-a650-fd5765a09ca0,Rico del Arribas,+34880 92 79 93,0,46,15,4,9437,1320,22,1054.39750838503,1,1,0,1,2,0,0,0,0,finanzas,Bajo bono por desempeño,3
cb993d93-29e5-4a81-938d-98cfc9ed8ff7,Valentín Murcia Vara,+34900 464 641,0,30,0,0,8704,22320,20,0,1,1,1,1,0,0,0,0,0,recursos humanos,Problemas de pago frecuentes.,5
78b7f385-5f82-4205-a4af-3dfc28dd02f7,Jacobo Feijoo Fabra,+34882734475,0,42,12,3,8363,19570,38,10647.0495853889,0,0,1,1,3,0,0,0,3,recursos humanos,exceso de trabajo,4
ffb33e67-7eb7-451d-a94d-129f3fc65aa0,Diego Gomis,+34 842 87 59 94,0,46,16,4,8141,1800,5,1571.89481260529,1,1,1,1,1,0,0,1,0,finanzas,Salario siempre retrasado,5
b1b6b506-03fe-43a7-8335-09263b9e5a64,Chuy Fábregas Miralles,+34914 39 89 91,0,41,9,3,8270,4080,30,2124.61151820274,1,1,0,1,1,0,0,0,3,finanzas,Salario bajo respecto al trabajo realizado,4
7b688637-42e3-4ad2-af38-7b9fc4e0dcee,Cleto de Rodriguez,+34738 554 836,0,44,11,3,7607,22607,37,0,1,1,1,1,1,0,0,1,0,finanzas,Atrasos en la recepción de pagos.,5
46ad1569-8636-4c82-a9b7-4b3a1f34b553,Lidia Revilla Cañas,+34 976876018,1,39,4,3,8081,3360,14,2135.58409037294,1,1,0,1,2,0,0,0,1,recursos humanos,Exceso de tiempo de espera,3
e437002a-83e7-4a81-8a95-a29e4017a64b,Edmundo Pi Echevarría,+34920873288,0,43,10,10,8819,16492,28,11299.9456145291,0,1,1,1,1,1,0,0,0,operaciones,Demasiado tiempo de espera en entregas,4
60b910b9-4c42-4490-b0a7-fb89e04e1ad0,Jose Ignacio Eladio Robles Cortes,+34 822704242,0,30,5,1,7929,11850,25,7838.28029625187,1,0,1,0,2,0,0,0,2,recursos humanos,exceso de trabajo,4
be83fa4f-2a42-4a5d-873a-ec263c87c71d,Telmo Díaz Antúnez,+34 820 11 90 10,0,36,15,8,7113,11025,15,7865.49738106607,1,1,1,1,3,0,1,1,1,finanzas,Problemas con el bono de desempeño,5
3ec5a98a-da62-4cfc-a867-92d06cda06d8,Gil Díez-Pedrosa,+34843065231,0,50,17,7,9027,11258,26,0,1,1,1,0,1,0,1,1,0,operaciones,exceso de trabajo,4
d82ca0ec-90e7-417d-a763-b6f87ae571cf,Marcial Rocha Amaya,+34976688819,0,28,4,2,7479,1547,13,1181.50979807483,1,1,0,1,1,0,0,0,1,finanzas,Bajo salario base,4
1ae8b2a9-1b31-49cf-8bcd-c84d815a7dcd,León Oliveras-Berenguer,+34 948309508,0,35,14,2,7579,12580,17,7804.01856807171,1,1,1,1,0,0,0,0,0,recursos humanos,exceso de trabajo,4
45334e92-7cb4-4d58-bd63-c6ddd78f70a2,Vidal del Perea,+34827 453 889,0,30,7,2,7087,5885,11,4072.52466601794,1,0,1,1,0,1,0,0,0,recursos humanos,exceso de trabajo,4
1e53589a-7abc-4644-9e2c-7eb91e3a595d,Cecilio Palacios Coca,+34 883928852,0,27,8,7,6730,22920,20,17237.6276730359,1,0,1,1,2,0,0,0,0,operaciones,Demasiadas horas en la carretera.,4
521d4087-57eb-414b-8f7b-22624335243a,José Antonio del Batlle,+34 844 11 40 68,0,36,14,1,7075,9132,12,5950.51328194674,1,0,1,0,1,0,0,0,1,finanzas,Bono por desempeño no recibido,4
c5fb8783-2708-4abb-8700-777b2fd5609b,Edelmiro Barreda Olivares,+34900 214 344,0,45,8,8,8086,18690,30,0,1,1,1,1,1,0,0,0,0,finanzas,No he recibido el bono de desempeño.,4
475a958e-41b4-429d-bb35-f68acf7e3d6b,Gerardo Cobos Aroca,+34 902 193 196,0,29,9,2,8503,14231,19,10993.7049676322,1,1,1,0,2,0,0,0,0,operaciones,tiempo de espera excesivo,4
8361ee05-c593-45c7-9c9c-83030953d848,Adalberto Simó Pedro,+34924 295 311,0,44,0,0,7979,12210,37,9392.51628052669,0,1,1,1,1,1,0,0,2,recursos humanos,nunca me aumentan el salario,5
8bde0c1e-7c1a-41f7-8145-38f0414bb109,Asdrubal Font Baena,+34 846742414,0,55,19,11,8938,4250,5,2617.00772437816,0,1,1,1,2,0,0,0,0,finanzas,No he recibido mi bono,5
5b96ecfe-0f91-4fd2-a5ed-297cd41dced9,Reynaldo Luján Cantero,+34 984 74 85 91,0,43,7,2,9486,15435,21,12171.8404727047,1,0,1,1,2,0,0,0,0,recursos humanos,exceso de trabajo,4
5d17ef93-191c-4bfd-9bb7-04b5863ab52f,Cristian Hurtado Tirado,+34 800 274 159,0,50,24,1,7408,6994,13,3682.79928319625,1,1,1,0,1,0,0,1,3,finanzas,Problemas de pago recurrentes.,5
ce7cdf5b-9dfe-429d-95e1-338ea61525de,Natalio Gibert-Lastra,+34942 14 54 87,0,63,9,4,7564,10710,21,8433.48151582975,0,1,1,1,1,0,0,1,1,finanzas,Problemas de pago,4
d6e0209a-502e-49b7-acf7-b53126e8a01a,Sosimo Rosselló Nicolás,+34968677251,0,38,4,4,9923,16606,38,10114.6332923661,1,1,1,1,2,0,0,0,0,finanzas,Inconsistencias en pago de bono mensual,5
255baecd-5e9c-40eb-8379-33d2e1e6a0e9,Francisco Jose Lledó Camps,+34 844941051,0,44,12,5,7502,2706,11,1610.62195800802,1,1,0,1,2,1,0,0,0,recursos humanos,exceso de trabajo,3
e68b7507-b6f9-47ad-af71-fc3dfcdab586,Juan Antonio Tejera,+34844 529 616,0,66,15,7,8860,18135,31,0,1,1,1,1,0,0,0,1,0,finanzas,Salario no pagado a tiempo,4
a8e034e3-d5d8-4575-bfba-03d0eb815eff,Cristian Zabala Requena,+34 955977443,0,39,15,4,8002,4501,7,3232.69707020613,0,1,1,1,1,0,0,1,0,finanzas,Inconvenientes con el salario,4
41c5f032-990f-47a3-a190-5d6e3ab10eaa,Victor Renato Asensio Becerra,+34 882 29 65 44,0,46,9,5,6502,9228,12,0,1,1,1,1,2,0,0,0,0,operaciones,exceso de trabajo,3
714a1e1f-9e7f-4f96-a7d1-6b0c0f3ed3a3,Teófilo Hernández Duran,+34 822 459 987,0,29,9,1,7736,24915,33,12953.1666992064,1,1,1,1,2,1,0,0,0,finanzas,Esperando mi pago desde hace mucho tiempo.,4
389979d2-bac3-4e18-bd4a-f47b23842796,Cesar Elías-Cornejo,+34664 69 32 75,0,19,0,0,7140,14910,21,11191.7047350295,1,1,1,1,2,0,0,0,1,finanzas,Problemas de pago,4
32eefdb3-8eb8-43e1-947e-bc15b86c1490,Cristóbal Rodriguez,+34900 98 44 55,0,40,7,5,8238,16218,17,12540.4977143829,1,1,1,1,2,1,0,0,3,recursos humanos,exceso de trabajo,4
38a5b2a8-f707-403d-9391-011ff2968669,Jacobo Segarra Pujadas,+34 972 542 716,0,33,8,8,8439,12304,16,0,1,0,1,0,2,0,0,1,0,finanzas,No he recibido mi bono.,4
6c666dcf-d796-4b68-ba8a-b6f197b0a86e,Nando Canales-Solana,+34 946 41 07 96,0,46,20,6,7097,13158,34,6940.90943651206,0,1,1,1,1,0,0,0,3,recursos humanos,exceso de carga de trabajo,4
7ab3adb8-bbbf-4f22-8b21-f6c2cd90ce0b,Donato Solís Flor,+34 922637399,0,43,14,3,8006,20800,25,19046.3562632601,1,1,1,0,2,1,0,1,2,finanzas,Problemas de pago frecuentes,4
d170b0ec-06bd-4721-b1fd-46a57bf678e9,Edmundo Tello Santana,+34977 52 51 47,0,33,7,4,6313,17520,40,13230.290792153,1,1,1,1,3,0,0,0,2,finanzas,Problemas de pago recurrentes.,4
249073f7-229b-4dd3-b1a9-dbbed3176c1b,Basilio Andres Bejarano,+34 924 988 600,0,44,0,0,7950,2220,5,1521.92056459126,0,1,1,1,1,0,1,1,0,finanzas,No he recibido mi pago a tiempo.,4
551e8164-0cdb-44f2-a738-ea3616325deb,Casemiro Edu Haro Peña,+34 838 52 73 31,0,45,22,12,6408,13294,17,9126.39220192654,1,1,1,1,2,0,0,0,1,finanzas,Exceso de problemas de pago,4
631dcdbb-d233-4399-9208-2b5a10cfbf93,Blas Rios Roura,+34708 79 21 75,0,51,16,15,7178,3960,40,2750.03407928896,1,1,0,1,2,0,0,0,1,recursos humanos,exceso de trabajo,4
23c83dbc-3023-4ca0-9fc2-6ff317af0ec4,Miguel Ángel de Portero,+34712 471 864,0,52,3,1,9172,9854,13,3905.30739102986,1,0,1,1,1,0,0,0,0,recursos humanos,Exceso de trabajo,3
92c92e07-7695-4ee0-a3aa-e5de6db02b3f,Berto Vallejo-Narváez,+34 638 27 76 53,0,38,19,5,8664,13086,18,10011.3685763583,1,1,1,1,3,0,0,0,1,recursos humanos,3 quejas previas sin respuesta,4
6def8b76-201b-4c59-90dd-7a43931f2725,Ruy Fulgencio Donoso Coll,+34 865 444 906,0,43,3,1,7064,10948,17,8624.96170298789,1,1,1,1,2,0,0,1,0,finanzas,Problemas de pago,4
0a89d8a8-a07e-48e2-85ab-a34494052c41,Simón Buendía Sola,+34 912 989 069,0,52,23,18,7916,493,1,332.343601151569,1,1,1,1,2,0,0,0,0,recursos humanos,exceso de trabajo,3
8b51ec97-ecb2-4f01-a0d9-bb26e36acb80,Emigdio Araujo-Vall,+34 849 44 94 58,0,26,6,5,6140,9576,12,5779.8793607833,1,1,1,1,1,0,0,0,0,recursos humanos,exceso de trabajo,4
e86aad5f-e5ab-4a50-8918-237bb6437037,Che de Navarro,+34 860681950,0,39,10,7,8373,1598,17,1111.58273721964,1,1,0,0,3,0,1,0,1,recursos humanos,exceso de trabajo,4
7e950f1c-0ffc-4a5f-a787-e93502dab75c,Casemiro Redondo-Ureña,+34 924 87 13 48,0,40,15,7,8149,20196,27,10348.2973443334,1,1,1,1,3,0,0,0,0,recursos humanos,exceso de trabajo,3
560b679a-92ad-4c0e-a3c7-6269b330a393,Ramón Losa,+34 705 26 08 41,0,38,16,9,7975,4876,23,3439.07125005358,1,1,0,1,0,1,0,0,0,operaciones,viajes cancelados,3
ea9f4085-89b1-4101-8cc5-54f6ec9fafd9,Celia Bustos Calzada,+34 943 520 656,1,51,2,2,9729,11569,23,5460.15139205412,1,1,1,1,2,0,0,0,0,operaciones,demasiados viajes cancelados,3
fc578685-c0dc-454c-a89a-e34cd4638c91,Cirino Aroca,+34 872 06 11 30,0,29,3,1,8881,14663,31,11937.1246920799,1,0,1,1,2,1,0,0,2,operaciones,Viajes cancelados.,3
20e2c388-26fb-47e2-90e4-3e93bbd5388c,Sigfrido Roman Ropero,+34 949363151,0,43,1,0,7580,11730,23,0,1,1,1,1,2,1,0,1,1,finanzas,Problemas de pago,4
a3caac14-5c59-43ac-ac18-ddd930fa4848,Jordi Trillo Perera,+34886 047 952,0,40,14,12,7603,1296,24,676.339691633282,0,0,0,0,0,0,1,0,0,operaciones,Exceso de tiempo de espera,4
53ffd7fb-f9dd-410c-b5f4-9f560dd54a5e,Erasmo Mateos-Sanjuan,+34942 653 232,0,32,7,0,9659,16830,34,14414.8491495659,1,1,1,1,1,0,0,0,0,operaciones,Exceso de trabajo sin bonos,4
827fe3bc-f8fd-4740-94c6-08039580c977,Cándido Salmerón-Cifuentes,+34925 27 79 44,0,44,12,5,8692,3473,23,1915.06936935194,0,1,0,1,2,0,0,0,1,finanzas,Bajo salario,3
c4007dd7-b229-4030-887e-4f8f46e1721d,Leopoldo Lino Rueda Bayona,+34841 945 318,0,49,16,6,8909,12231,27,9374.86265938228,1,1,1,1,2,1,0,0,3,finanzas,Exceso de problemas de pago.,4
b21f4a2a-f540-4291-ad80-1c566b4715db,Ignacio de Ferrán,+34942181630,0,32,1,0,7070,17950,25,14465.2653863001,1,1,1,1,2,0,0,0,0,finanzas,Retrasos en el pago de bonos,3
f917c55a-faf8-43e9-88aa-70c9d3001737,Ildefonso Dimas Morcillo Sans,+34901003703,0,36,7,1,8078,3454,11,2401.22356502124,1,1,1,1,2,0,1,0,1,finanzas,Atrasos en los pagos,4
5b89140f-d02b-4b2a-9620-1a1251c01ab6,Jesús Cadenas Barragán,+34946 82 82 43,0,35,10,2,8412,4500,10,2385.71297570103,1,1,1,1,1,1,0,0,1,finanzas,Bajos salarios y bonos insuficientes,4
78e2855d-9686-465c-a7e5-595cb81a1dec,Graciano Zabaleta Borrego,+34849 132 755,0,43,22,21,8747,14225,25,8844.57619873947,0,1,1,1,0,0,0,0,1,finanzas,Baja remuneración por trabajo duro,4
8c10cc25-a703-4034-8661-7b0ab10ff63f,Jorge Téllez Gutiérrez,+34 976 28 66 10,0,43,9,3,8438,8946,21,4852.67413522271,1,1,1,1,2,1,0,0,1,finanzas,Retraso en el pago de bonos,4
8468625f-d9e4-4b23-aa0f-7523c64ab472,Evaristo Ochoa Castro,+34983 341 503,0,48,6,1,7907,13648,16,9996.38000588761,1,1,1,1,3,1,0,0,0,operaciones,viajes cancelados,4
d8d2ab96-57c3-4722-b458-7511d1a093ba,Ágata del Corominas,+34 922 501 735,1,24,2,1,8893,18210,30,10052.2544283506,0,1,1,1,1,0,1,0,1,finanzas,Sin pagos a tiempo,4
416f4616-a063-4076-b0f4-84e7c3f25b19,Reynaldo Luján Pou,+34 947 31 02 73,0,51,11,8,8996,9478,14,0,1,0,1,1,3,0,0,0,1,recursos humanos,exceso de trabajo,3
58f31e8f-b630-4262-93ab-aa84d5020d2b,Abraham Lino Belda Riba,+34984 680 427,0,30,4,0,8835,8132,19,6690.20146972509,1,1,1,1,1,0,0,0,1,finanzas,Salario insuficiente para mis necesidades,4
34209f84-702d-4021-a748-048f40218444,Julio César Paredes Bermúdez,+34 977 68 59 45,0,22,3,0,8647,21438,18,13486.1062013597,1,0,1,1,3,0,0,1,0,finanzas,No he recibido mi bono,3
c253790b-5361-4ac5-a1dc-ea23c1d5e01f,Abilio Batalla-Dávila,+34 888099864,0,41,1,1,8919,13244,28,10227.7501268457,1,0,1,1,2,1,0,1,0,finanzas,Problemas de pago,4
99cec95e-71f7-4aa8-b9dc-1b71f091afb1,Hernando Burgos-Valenciano,+34976 24 84 23,0,48,2,2,8361,12045,15,7107.33311033981,1,0,1,1,1,0,0,1,0,finanzas,Problemas de pago,4
8f9535ae-d45a-45c1-9dce-0877223e20f0,Hernán Lozano Polo,+34 882990169,0,36,16,12,7020,9976,29,6555.32591409763,0,1,1,1,1,1,1,0,0,finanzas,Problemas de pago en mi salario,5
52ee540e-7e60-4a42-bd60-ab48e721fe4f,Pío del Cal,+34 942 509 418,0,40,4,1,7404,24724,28,17050.4650398959,1,1,1,1,1,0,1,0,2,operaciones,exceso de tiempo de espera,4
7a06fc14-7941-4ea7-a652-c069a9f31abc,Rufino Canet Abril,+34 946 591 515,0,39,17,13,7306,13034,38,7167.82885382899,0,1,1,1,2,0,0,0,2,finanzas,Problemas con mi bono por desempeño,5
cb8954c3-9b96-4694-914b-695adab9ecea,Rico Blanco-Oliveras,+34 878591870,0,27,2,0,7155,1410,10,984.950911660974,1,1,0,0,2,0,0,1,0,finanzas,Problemas de pago,4
e3bd67b3-856d-4bc7-a691-e757c1829b2d,Luis Miguel Rivero Benitez,+34823502684,0,29,10,8,8372,4158,22,2823.88895755956,1,1,0,1,1,0,0,1,0,recursos humanos,Faltan pagos de bonos.,4
43152509-221f-4bed-aba7-ffa210d7aa42,María de Llamas,+34922139094,0,49,1,0,7900,3948,12,2546.25240835866,1,1,1,1,1,0,0,0,3,finanzas,Bajos salarios,4
c1ac9ae7-4344-4960-b38c-5528e2e8ede6,Jose Dominguez Camino,+34888389456,0,50,23,20,7127,7429,17,4960.42081958956,1,0,1,1,1,0,0,0,0,recursos humanos,exceso de trabajo,5
5fa8ef88-920b-4d62-91ac-22a3f9399505,Marcos Heredia Salom,+34 821132682,0,47,7,3,7046,4212,13,2981.77720610234,1,1,1,0,2,1,0,0,0,operaciones,viajes cancelados,4
d08ef8f4-50d3-426a-ad11-c050b2a932f1,Jose Manuel Victor Cuevas Novoa,+34803 279 328,0,46,22,1,6478,8470,11,4617.2278666558,0,1,1,1,1,0,0,0,1,finanzas,Bajo salario base mensual,3
0c2e47e8-8170-43db-81d0-8f99792934ee,José Manuel Yáñez Dalmau,+34826 98 35 30,0,29,2,1,6862,13048,28,8573.0603261417,0,1,1,1,2,0,0,0,0,operaciones,Exceso de trabajo,5
523378e4-acf6-4a66-b182-856081ca4f4a,Ricardo Arévalo Alcaraz,+34972 311 053,0,26,3,3,6966,21525,25,17045.8396848954,1,1,1,0,2,0,0,0,0,operaciones,viajes cancelados,3
2a4605a8-9e74-4572-8838-9557b6d0bea5,Rogelio Daza Cases,+34874568740,0,29,2,2,9482,2532,6,1812.05949490765,1,0,1,1,3,0,0,0,0,operaciones,exceso de trabajo,4
4cb6bbeb-d0aa-40e1-b233-2cd0b7a27b18,Germán Mate Moya,+34 876580857,0,39,11,2,7830,1512,7,1063.50486723372,1,1,0,1,1,1,0,0,0,recursos humanos,exceso de trabajo,4
e0ae872f-e42e-4f6c-8c21-9a01bae1eafd,Máximo Canet Lillo,+34922 165 854,0,57,0,0,6480,9292,23,7155.40133460813,1,1,1,1,2,0,0,1,0,finanzas,Problemas con el dinero,4
2a95d6b0-a905-44c0-a641-de5534d64ea7,Gil Robles Bauzà,+34 982 413 822,0,36,14,2,7353,5865,17,3134.01424507268,1,1,1,1,2,1,0,0,0,operaciones,Demasiados viajes cancelados sin avisar.,4
a88f272a-e517-4a21-9b7f-75bfcc0c86c6,Glauco Lamas-Nogueira,+34 824 722 970,0,40,12,11,6755,11488,32,7405.28283840554,1,1,1,1,2,0,0,0,0,operaciones,exceso de trabajo,4
556852b7-d216-40d7-85f8-cb465bb131c4,Amílcar del Gelabert,+34976 261 364,0,38,11,9,8580,13965,15,10907.3721125512,0,1,1,1,2,0,0,1,0,finanzas,Problemas de pago frecuentes.,4
8b762ba6-ab0b-48c7-8f52-0ddf134ee7a8,Ruben Urrutia Moreno,+34 977 87 07 82,0,23,3,0,8849,28536,24,19799.993376734,0,1,1,1,0,0,1,0,0,operaciones,Exceso de tiempo de espera,4
eee143f2-1d9b-477c-b420-117941f02ac7,Adelardo Reyes Rodríguez Azorin,+34 916398655,0,35,8,1,6931,6448,31,4580.33774064912,1,1,0,1,1,0,0,0,2,finanzas,No me han pagado el bono,4
9f98511f-fffd-4363-8766-67d729dbbbb7,Sigfrido del Montoya,+34977 335 395,0,48,9,6,9010,15318,46,14952.5257698493,1,1,1,1,1,0,0,0,1,recursos humanos,exceso de trabajo,4
9dc90568-1c2d-4243-98cc-4dd39b3ebaa6,Adán Jordán Pinedo Jaén,+34 977 996 635,0,43,20,20,8020,7788,22,0,1,1,1,0,1,0,0,0,1,recursos humanos,exceso de trabajo,4
0228c72c-ca13-426d-9e8e-92ebeee4ae80,Ruperto Rocamora Carreño,+34874 640 276,0,33,3,3,8590,16384,32,0,1,1,1,1,2,0,0,0,3,recursos humanos,mala gestión de personal,5
11d0a380-8a1e-4e79-9cb8-b6d724152b8d,Lucas Jorge Ayllón Gallardo,+34848649107,0,64,4,3,7831,12876,29,10052.2495495916,1,1,1,1,1,0,1,0,1,operaciones,Largos tiempos de espera,4
05f68e2d-73e1-498f-baee-32b96dc2dcfd,Jose Ignacio Bertrán Adán,+34854 07 04 49,0,28,2,2,7290,662,2,396.418112632665,1,1,1,1,2,1,0,0,1,recursos humanos,demasiado trabajo,3
a78d727d-4152-4575-90bf-14d6e38e31aa,Haroldo Robledo Valbuena,+34978309854,0,49,23,23,9155,3454,11,2767.94998272035,1,1,1,1,2,0,0,0,0,finanzas,Salario bajo y sin bonos.,3
33c6c04b-2130-4fc1-b59f-a742df4c800c,Vinicio Baena Pintor,+34947 40 48 21,0,24,5,2,6945,4683,21,3329.42681464907,1,1,0,0,1,0,0,0,0,recursos humanos,poco reconocimiento a mi trabajo,3
70345229-dbed-4b41-b037-617b26622e3c,Celestino Américo Valls Pintor,+34 959 327 358,0,28,4,3,9091,8640,30,6857.57122128922,1,1,1,1,2,1,1,0,1,recursos humanos,exceso de trabajo,4
57bd10be-3bb1-45f2-acff-9e0e92ee5004,Jeremías Lastra Calzada,+34 871068135,0,38,12,8,8895,1626,3,1182.42470514597,1,1,1,0,0,0,1,0,0,recursos humanos,exceso de trabajo,4
407436ed-1e36-4016-87be-a274a7309db7,Augusto Camacho Martorell,+34 821 83 45 87,0,55,19,4,8957,11400,25,0,1,1,1,0,0,1,1,0,0,recursos humanos,exceso de trabajo,4
2b8807c3-d621-44b5-9991-6f103b3eb44a,Alejandro Castro Solsona,+34 948925626,0,34,12,6,7878,8112,8,6047.56239238641,1,1,1,1,1,0,0,1,1,finanzas,Problemas de pago frecuentes,4
60bc84a8-1d2c-4e30-a3a3-a28c106020bd,María Sola Gimenez,+34986 22 70 73,0,46,19,10,8141,7557,11,5099.10923195941,1,0,1,1,1,0,1,0,0,operaciones,demasiados tiempos de espera,4
0d7e765d-6442-4960-bb45-9de27452d557,Eligio Galindo Carrasco,+34 823 994 110,0,56,11,10,6902,15536,16,8853.22389147534,1,1,1,1,1,0,0,0,3,recursos humanos,exceso de trabajo,4
c89f23d7-8f93-4a5a-9f55-07acdae95d9e,Eligio Atienza Valera,+34 976 815 528,0,47,26,14,7966,14644,28,7594.09648895665,1,1,1,1,2,0,0,0,0,operaciones,exceso de trabajo,4
ba050bf9-e43e-4cb7-bff3-298219edb80a,Manuel Dan Sanz Rojas,+34976073283,0,49,8,1,7587,5950,14,4770.44478006001,1,1,1,1,0,0,0,0,0,finanzas,Problemas de pago recurrentes,5
6f803718-f62f-45c1-a753-05d90fb991d4,Pablo Rovira Montoya,+34 925581368,0,53,19,5,8575,2142,6,1339.12806145073,1,1,1,1,3,0,1,0,3,operaciones,tiempo de espera excesivo,4
e95e408b-7426-4891-90a5-f9bcfb759e36,Nacio Baltasar Moles Alcolea,+34 984995340,0,34,15,3,8648,10625,25,0,1,1,1,0,0,0,0,0,2,recursos humanos,exceso de tiempo de espera,3
8e9d8a4c-29eb-47a7-a0db-877fb072d11c,Leoncio Andres Pujadas,+34 828 769 522,0,33,13,8,8523,11502,27,7295.72877933085,1,1,1,1,2,0,0,1,0,finanzas,Problemas de pago constantes,4
c446e0e0-8021-49b0-8f0f-631ca19e01d3,Bonifacio Bartolomé Palomino,+34 982 373 079,0,40,7,6,7931,8270,10,5342.70594005679,1,1,1,1,1,0,0,0,3,recursos humanos,exceso de trabajo,3
dcfe6f07-41df-4927-b35d-545fa766cca6,Jose Miguel Luna,+34 882 84 02 93,0,47,3,1,8907,13440,30,10398.8584440162,1,1,1,1,2,0,0,0,0,operaciones,exceso de trabajo,4
7289890b-5152-4baa-af9b-b4817ab7cd12,Wilfredo Pinilla Nieto,+34924 47 47 74,0,38,16,1,8075,3333,11,2334.79484115847,1,0,1,0,2,0,0,0,0,recursos humanos,exceso de trabajo,4
58ccfa4f-bc55-4267-88a1-a7ae87eef4cb,Abel Benet-Río,+34983454511,0,62,0,0,8736,16077,23,0,1,1,1,1,1,0,0,0,1,recursos humanos,exceso de trabajo,4
fb3cd950-64ff-40cf-8463-f41e17fe6c46,José María Gonzalo Morán,+34874 862 480,0,39,7,6,7851,16599,33,12471.1772504664,0,1,1,1,3,0,0,0,1,recursos humanos,Exceso de quejas sin respuesta,4
2333bc15-355b-4c09-8d30-fff0dc430acc,Pablo de Tirado,+34 973 17 05 15,0,45,5,3,9335,11822,23,8115.99763661554,1,1,1,1,2,0,0,0,3,recursos humanos,exceso de trabajo,4
2b543c93-220d-4bf1-88be-825fe84604d3,Juan Carlos de Ureña,+34 712995234,0,42,11,0,8161,5448,24,3720.0708053632,1,0,0,1,2,0,1,0,0,operaciones,exceso de trabajo,5
7ef20f21-b377-4d2e-a7bd-d0d65e94b7aa,Lucio Andreu Ferrera,+34902164658,0,32,1,0,6955,6974,11,0,1,1,1,1,2,0,0,0,0,operaciones,tiempo de espera excesivo,2
74112ec3-b0f7-4899-bd83-ca377cd4bde5,Régulo Renato Gomez Lladó,+34827703901,0,47,4,3,7001,717,3,459.676009394191,1,1,0,1,1,0,1,1,1,recursos humanos,exceso de trabajo,4
6c6c3bf6-dc4d-4b39-a2f9-275a7ab5faff,Casemiro Villalonga-Rosales,+34 876 263 594,0,39,6,1,8982,1410,2,0,1,1,1,1,1,1,0,0,1,finanzas,No tengo bono por desempeño.,3
df5b90c2-a3da-4f78-b227-48e835dca598,Ramón Zaragoza Cabrero,+34988 870 446,0,36,9,4,10050,10089,19,6575.13664049637,0,1,1,1,3,0,0,1,0,finanzas,Problemas de pago,4
aceb268d-ab91-4594-a0fe-0902bbdfe598,Jose Gibert Castell,+34 941247770,0,31,8,0,8162,5916,12,0,1,1,1,1,2,0,0,1,0,finanzas,Problemas con pagos,4
1e5aecac-0879-4111-b3e1-604bd67f7737,Damián Español Gómez,+34 803 98 95 77,0,42,15,14,8177,14976,24,10673.5187423806,1,1,1,1,2,0,0,0,2,finanzas,Necesito que arreglen mis pagos.,4
0d8c42a7-9cc0-4fd8-a5de-cbb3ae143e96,Adelardo Cirino Corominas Montero,+34 845 05 28 15,0,39,12,4,9278,14240,20,9769.59043685938,0,1,1,0,1,0,0,0,1,recursos humanos,Salario no llega a tiempo,3
1f61a7c0-8849-41f8-bd54-2f5559e67752,Juan Antonio Alfonso Armengol,+34845755311,0,24,2,2,9379,5845,7,4323.44494151352,1,1,1,1,2,0,0,0,0,recursos humanos,exceso de trabajo,4
afc4a6d2-91e2-4667-a522-b4814d6f0470,Timoteo Garay-Nadal,+34 848 560 456,0,39,7,6,7643,18168,24,12545.2219737633,0,1,1,1,2,0,0,0,1,finanzas,Exceso de problemas de pago,4
50df1ebf-06d4-4e39-9ede-07d7cdb5e525,Sigfrido Pazos Benitez,+34841 623 016,0,25,2,2,9252,27320,20,12634.6806475416,1,1,1,0,1,1,1,0,0,finanzas,Necesito que me paguen a tiempo.,4
f886ffcf-9df5-49bf-9bc3-7af58b81e256,Godofredo Palacio,+34 928 81 78 63,0,34,11,4,8824,13648,16,11756.1893404268,0,1,1,1,1,0,1,0,1,operaciones,exceso de tiempo de espera,4
9c923abe-464c-4189-b55c-55adc88dea1e,Jordán Bayo,+34703251265,0,34,6,4,9470,3749,23,2677.524726941,1,0,0,1,2,1,0,0,1,recursos humanos,exceso de trabajo,4
